Authors,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords
"Romeo G., Marcianò C.","Evaluating the economic performance of fishing systems using fuzzy multicriteria analysis in a Fishery Local Action Group in South Italy",2019,"Fisheries Research",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067204229&doi=10.1016%2fj.fishres.2019.05.015&partnerID=40&md5=6ac93176d14c88195aff986af7145a16","The EU programming cycle 2007–2013 marks the introduction of the concept of local development in fisheries policies. This new vision implies the need to develop sustainable development processes according to a place-based perspective. Knowledge, understood as a learning process, becomes the focal point of the territorial development process. The aim of this study is to bridge the cognitive gap at the local level about the socio-economic aspects of the fisheries’ sector, affecting the fleets involved in the definition of the Local Development Plan of the “Stretto"" Coast Fishery Local Action Group (FLAG) in South Italy. The work aims to assess the economic performance of the fisheries’ vessels operating in the FLAG area to deepen the knowledge about the costs and revenues of fishing activity that are critical variables for fishermen's choices. To this end, we carried out a budgetary analysis, from which seven performance indicators were derived. Moreover, a multicriteria analysis, performed through the Fuzzy VIKOR technique, allowed us to elaborate a composite indicator. The decision to operate in the fuzzy environment arises from the need to better manage the vagueness and imprecision of the data collected during the interviews. The framework is useful to both acquire and interpret in a synthetic manner the salient aspects needed to identify ideas and suggestions for the planning of development strategies, whose effectiveness is closely linked to the real conditions of the territory. The results show that the best economic performance was shown by vessels that adopt the surrounding as the main fishing system. However, at the local level, there is a general lack of interest shown by young people in undertaking fishing activities and carrying on the family business. © 2019 Elsevier B.V.","Bottom-up approach; Budgetary analysis; Fisheries Local Action Group; Fishing system; Fuzzy VIKOR; Multicriteria analysis"
"Grover P., Kar A.K., Ilavarasan P.V.","Impact of corporate social responsibility on reputation—Insights from tweets on sustainable development goals by CEOs",2019,"International Journal of Information Management",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060859919&doi=10.1016%2fj.ijinfomgt.2019.01.009&partnerID=40&md5=964becbbfb2c36c4c684f8e673bb9c34","Social media had been extensively used for communication and networking purposes among corporates. Literature indicates social media platforms had also been used by the firms for building relationship with different stakeholders (i.e. customers, employees, investors and neighbouring communities). But there exists a gap in literature, whether social capital present on social media can be used for building corporate reputation (CR) in the society. Literature indicates corporate social responsibility (CSR) impacts CR. Therefore this study explores how CSR messages on social media impacts CR. For this study assumption was made that all the concerns and issues raised by Sustainable Development Goals (SDGs) are the social responsibilities of the CEOs. The study tries to explore this gap by analysing the tweets posted by two group of CEOs, i.e. CEOs in top 200 fortune companies and top 100 social influencer CEOs. Top 100 social influencer CEOs on social media were identified from the Hootsuite.com. Social influencer CEOs are having tremendous amount of influence on Twitter. The statistically test performed on the two group of the CEOs depicts there is significant difference in the number of CSR messages posted by fortune CEOs and social influencer CEOs. Results reveals social influencer CEOs had posted 5.97 times more CSR messages on Twitter as compared to fortune CEOs, which in turn may had led to better CR, in terms of shares and likes by social capital present on Twitter. The study reveals may be social influencer CEOs through CSR messages are trying to engage stakeholders strategically on Twitter. This is an open question at present, therefore future researchers can explore this in more details. The managerial implication of the study for CEOs and firms had been highlighted in the study. © 2019 Elsevier Ltd","Corporate reputation; Corporate social responsibility; Leadership; Social media; Sustainability; Twitter"
"Diaz-Sarachaga J.M., Jato-Espino D.","Do sustainable community rating systems address resilience?",2019,"Cities",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065060366&doi=10.1016%2fj.cities.2019.04.018&partnerID=40&md5=e87c3b98aa7c09f7f82ab7ede6421b65","Extensive damages and numerous casualties are produced by natural disasters and hazards in urban areas. Hence, the absorption, recovery and adaptation to them through resilience are highly necessary to ensure operation and enhancement of urban systems. The significance of urbanization led to launch some tools such as BREEAM Communities, CASBEE for Urban Development, DNGB Urban Districts, Green Star Communities, LEED for Neighbourhood Development or STAR Community to promote sustainable development in communities and cities. After selecting the most relevant community rating systems, this research determined their adequacy to handle urban challenges by benchmarking them against the major international efforts and some relevant resilience assessment tools extracted from the study of eight global frameworks. Thus, the Sendai Framework and the 2030 Agenda represented the former, whilst the latter considered the City Resilience Index and the City Resilience Profiling Tool. The findings of this investigation revealed that the indicators of STAR Community and BREEAM Communities reflected the highest level of correspondence with the resilience assessment frameworks. However, the existence of prominent gaps in all the screened community rating systems suggests the need for developing a new tool involving both resilience and sustainability. © 2019 Elsevier Ltd","Community rating systems; Disaster risk; Resilience; Sendai Framework; Sustainable Development Goals; Urban Development"
"Cociña C., Frediani A.A., Acuto M., Levy C.","Knowledge translation in global urban agendas: A history of research-practice encounters in the Habitat conferences",2019,"World Development",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066308552&doi=10.1016%2fj.worlddev.2019.05.014&partnerID=40&md5=628be1bec7a79bb1a4f1a9777b68f1db","The relationship between planning research and practice plays a key role in shaping global commitments related to urban development. Arguably, this is the case for a ‘global urban agenda’ being articulated at an international scale via frameworks like the Sustainable Development Goals and the New Urban Agenda. These multilateral commitments have been shaped by power relationships and assumptions about what kind of knowledge is valuable at different historical moments, a recognition of the local and global impacts of urban development and what sort of urban development is desirable at specific historical junctures. The pathways that have led to the present global attention to cities are as telling as the frameworks themselves. In this paper, we explore the history of multilateral and international networks that have shaped today's global urban agenda. We focus on the three United Nations Conference on Housing and Sustainable Urban Development (Habitat I, II and III) as milestones in the evolution of this agenda. Drawing on Southern urban theory and current debates on the interaction of practitioners and academics, we discuss the paradigms that have shaped the ways in which knowledge has been articulated, circulated and valued in those historical moments via the concept of ‘knowledge translation’. We discuss the way in which ‘urban equality’ has been approached and explored in the praxis of these agendas. To do so, the paper discusses community-based cases that can highlight the different knowledge paradigms, and the power dynamics behind them, opening up questions about the challenges of including diverse voices and knowledges in the ‘global’ conversation on urban agendas. © 2019","Global urban agenda; Habitat conferences; Knowledge translation; UN-Habitat; Urban equality"
"Govindan K., Jafarian A., Nourbakhsh V.","Designing a sustainable supply chain network integrated with vehicle routing: A comparison of hybrid swarm intelligence metaheuristics",2019,"Computers and Operations Research",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060554744&doi=10.1016%2fj.cor.2018.11.013&partnerID=40&md5=85be6966af30f27defb3256e78046509","Recently, a growing concern with sustainability has become a consideration in business operations. However, there is a lack of mathematical models that quantify environmental effects and, in particular, social impacts of supply chains because of the inherently subjective nature of these aspects. To fill this gap, this paper models a distribution network in which the triple bottom lines of sustainability are captured. Different impacts of the network on the stakeholders, including company owners, workers, consumers and society, are considered as whole. In the current model, a multi-product vehicle routing problem with time windows (MPVRPTW) as an operational decision is integrated with strategic decisions related to the network design. To solve this model, three hybrid swarm intelligence techniques (particle swarm optimization (PSO), electromagnetism mechanism algorithm (EMA), and artificial bee colony (ABC)) are proposed, and each is hybridized with variable neighborhood search (VNS) are proposed. Because metaheuristic methods are sensitive to input parameters, response surface methodology (RSM) with the multi-objective decision making (MODM) approach is applied for tuning the parameters. The proposed approaches are compared with the hybrid of genetic algorithm (GA) and VNS as the benchmark algorithm. A fair comparison is conducted by employing six metrics to evaluate the quality of the Pareto frontier obtained by the algorithms on the test problems. According to the results, the predominance of EMA is enhanced by VNS local search. © 2018 Elsevier Ltd","Corporate social responsibility; Environmental management; Multiple-objective optimization; Sustainable supply chain network; Swarm intelligence algorithms; Vehicle routing problem"
"Leal Filho W., Shiel C., Paço A., Mifsud M., Ávila L.V., Brandli L.L., Molthan-Hill P., Pace P., Azeiteiro U.M., Vargas V.R., Caeiro S.","Sustainable Development Goals and sustainability teaching at universities: Falling behind or getting ahead of the pack?",2019,"Journal of Cleaner Production",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067272614&doi=10.1016%2fj.jclepro.2019.05.309&partnerID=40&md5=aa680052af5aa06e59fcf30b72174914","The fact that the world community is engaged in pursuing the Sustainable Development Goals (SDGs) means that an unrivalled opportunity is provided to universities, both in respect of teaching and in research, on individual SDGs, as well as in pursuing their “third mission” linking up with external stakeholders and society. However, not many universities have realised that and many are falling behind. This paper explores the many advantages of the introduction of the SDGs into teaching and suggests that it can catalyse the engagement of students in Higher Education Institutions (HEI) with the concepts of sustainability. The paper fills in a research gap by surveying the current state of the art regarding the theme, presenting current data outlining the extent to which HEI are using SDGs to support their sustainability work. The reasons why some institutions are currently not engaging is also shown. The paper, which consists of a worldwide survey deployed to collect data on the SDGs and sustainability teaching at universities, concludes by providing some recommendations aimed at encouraging further engagement of HEI in incorporatingSDGs as part of their teaching programs. This research is unique in the sense that it provides for the first time offers an overview of the level of emphasis selected universities currently place on the SDGs. Finally, it provides a contribution to current state of knowledge by outlining some actions universities may take, to move forward with their implementation. © 2019 Elsevier Ltd","Engagement; Higher education; Sustainability; Sustainable development goals; Teaching"
"Zhang Q., Liu S., Wang T., Dai X., Baninla Y., Nakatani J., Moriguchi Y.","Urbanization impacts on greenhouse gas (GHG) emissions of the water infrastructure in China: Trade-offs among sustainable development goals (SDGs)",2019,"Journal of Cleaner Production",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067292541&doi=10.1016%2fj.jclepro.2019.05.333&partnerID=40&md5=ad265c1341919e679acec488bda820e6","The lasting urbanization in China has moved to the ‘new-normal’ stage, in which rural-to-urban migration, inefficiency in land use, and insufficient public services are the key challenges. To prevent urban sprawl, the compact city design intensively focuses on the improvement of housing and transport services to increase urban accessibility, vitality and diversity. Clean water and sanitation is also an essential function of cities, but the impacts from China's future urbanization on unheeded water infrastructure were sparsely estimated, especially from a perspective of urban metabolism. This study examines the complex response in the water sector to Chinese urban policies taking resource efficiency into account GHG emissions. A hypothetical grid-city model was developed to connect technical parameters in urban water infrastructure systems to the socio-economic changes, such as population growth, housing blocks, and water end-use. The results show that the pipeline construction dominates material use and locks in significant GHG emissions in the water sector. The most efficient urbanization scenario can reduce 60% of GHG emissions from the water infrastructure, compared to the case of urban sprawl with residency restriction in large cities. A trade-off in scenarios was observed between the optimization for mega-cities and the optimization for the whole of China regarding the additional energy consumption for pumping in the water sector. As empirical evidence of China, this study shows the conflict between SDG 6 (Clean water and sanitation) and SDG 13 (Climate action) in the urban water sector can be largely alleviated by an efficiency-focused urban policy complying with SDG 11 (Sustainable cities and communities). A loosen migration regulation and compact urban planning in the medium- and large-sized cities are recommended, along with advanced water technologies to promote sustainable urban water management in China. © 2019 Elsevier Ltd","GHG emissions; Material flow analysis (MFA); SDG 6; Sustainable urban water management; Urban policy; Urban water systems"
"Shin H., Hwang J., Kim H.","Appropriate technology for grassroots innovation in developing countries for sustainable development: The case of Laos",2019,"Journal of Cleaner Production",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067282171&doi=10.1016%2fj.jclepro.2019.05.336&partnerID=40&md5=64257871f4bf2c825b4a32ee1f87f20a","Appropriate technology for sustainable development in developing countries should consider comprehensive societal aspects of the target area and, at the same time, ensure target areas are capable of sustainable transformation. However, appropriate technology has mainly been approached from the engineering or technological aspects, thus becoming a short-term or one-time technology transfer or, despite the social science approach, it has no definite theoretical background. For successful and sustainable appropriate technology activities, appropriate technology should be approached theoretically. Therefore, this study applies the theory of grassroots innovation to appropriate technology, examines how the concepts of grassroots innovation based on local community units can relate to appropriate technology activities in developing countries, and analyzes a case of appropriate technology activity to show that future appropriate technology activities should involve grassroots innovation. The results show that the principles of grassroots innovation underlie successful appropriate technology projects. © 2019 Elsevier Ltd","Appropriate technology; Developing countries; Grassroots innovation; Sustainable transformation"
"Robina-Ramírez R., Medina-Merodio J.-A.","Transforming students’ environmental attitudes in schools through external communities",2019,"Journal of Cleaner Production",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067315927&doi=10.1016%2fj.jclepro.2019.05.391&partnerID=40&md5=980eac252546c3159a9f754b4df549ea","Given the current environmental crisis, an innovative training project has recently been implemented in schools to teach sustainable development among young students. The aim is to transform students’ attitudes by learning from communities committed to achieving sustainable development. Small organic producers, consumers, farmers, organic companies, environmental NGOs and several environmental policymakers were appointed to interact with students both in schools and in visits to farms and companies over three years (from 2016 to 2018). Seven criteria were developed among 389 young students, namely, waste management, transport, energy, climate change, biodiversity, water and citizenship. Students were asked about their willingness to transform their environmental attitudes to protect nature through experiential learning. The hypotheses were validated through SmartPLS path modelling, and the results have shown the efficiency of this method when raising environmental awareness in young students. © 2019 Elsevier Ltd","Community; Environmental attitudes; Experiential learning; Innovative training; Schools; Sustainable development"
"Kaur G., Wang H., To M.H., Roelants S.L.K.W., Soetaert W., Lin C.S.K.","Efficient sophorolipids production using food waste",2019,"Journal of Cleaner Production",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066414912&doi=10.1016%2fj.jclepro.2019.05.326&partnerID=40&md5=fd0c64ee8e990305e144bc92b05f148e","Recent sustainable development goals of food security, environmental protection, material and energy efficiency are the key drivers of the valorization of food waste. In the present work, the production of biosurfactant sophorolipids from several (food) waste streams was investigated, using the non-pathogenic yeast Starmerella bombicola. From a preliminary screening, restaurant food waste emerged as the most suitable feedstock compared to bakery waste, textile waste, used corn oil, animal fat and lipid fraction of hydrolyzed food waste. Restaurant food waste was subsequently used for sophorolipids production in a laboratory-scale bioreactor. Food waste obtained from a local restaurant was subjected to enzymatic hydrolysis for 16 h, yielding a hydrolysate containing about 100 g/L glucose and 2.4 g/L free amino nitrogen. High SL process efficiency was achieved by fed-batch fermentation using the restaurant food waste hydrolysate as the complete batch medium, i.e. without any supplementation of additional medium components such as vitamins, salts, nitrogen or phosphate. Controlled feeding of glucose and oleic acid to the culture was performed after the batch phase. A sophorolipids titer of 115.2 g/L was obtained in a fermentation time of 92 h resulting in an overall volumetric productivity of 1.25 g/L.h. These results achieved for sophorolipids productivity using hydrolyzed food waste are in the same order of magnitude as the reported values using traditional (complex) fermentation media. This indicates the suitability of the developed process using food waste for the advancement of waste-based bio-processes for the production of sophorolipids. © 2019 Elsevier Ltd","Biosurfactant; Fermentation; Restaurant food waste; Second generation substrate; Starmerella bombicola; Valorization"
"Wang H., Zhong R.Y., Liu G., Mu W., Tian X., Leng D.","An optimization model for energy-efficient machining for sustainable production",2019,"Journal of Cleaner Production",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067008220&doi=10.1016%2fj.jclepro.2019.05.271&partnerID=40&md5=1e2681d8367fec17c4d368d7b1d5a6f3","Sustainable production plays an important role in product lifecycle management by considering the social sustainability. Energy-efficient machining is an efficient approach for sustainable production in current manufacturing sectors. Although many related efforts have been achieved, a comprehensive energy optimization approach oriented to manufacturing parts is still a challenge. Therefore, this paper selects Standard for the Exchange of Product model data-Numerical Control (STEP-NC) as the enabling technology to achieve energy-efficient machining. An optimization model is proposed based on the energy calculation method using the workingstep in STEP-NC. An improved ant colony optimization (ACO) solution, consisting of encoding and decoding, initialization, machining scheme generation, idea of local multiple iteration, evaluation, pheromone evaporation and update, is presented. A part with typical manufacturing features is applied to verify the effectiveness of the proposed approach. The generated solution can provide a comprehensive machining scheme for low energy demandI by improving the efficiency with 25% for solving the optimization problem. © 2019 Elsevier Ltd","Ant colony optimization algorithm; Energy-efficient machining; STEP-NC"
